Date,CustomerID,Price,Promotion,Age,Education,Income,Female,Sales,Return
2,123,4.9,1,28,3,6000,1,12,0
2,124,4.9,1,27,2,5800,0,7,0
2,125,4.9,1,33,3,6100,1,12,0
2,126,4.9,1,32,3,5800,1,10,0
2,127,4.9,1,28,2,5800,1,11,0
2,128,4.9,1,30,2,5800,0,10,0
2,129,4.9,1,28,3,6100,1,12,0
2,130,4.9,1,30,3,5600,0,10,0
2,131,4.9,1,28,3,5900,1,7,0
2,132,4.9,1,38,3,6000,1,12,0
2,133,4.9,1,28,3,6200,0,10,0
2,134,4.9,1,28,2,5500,1,10,0
2,135,4.9,1,26,3,5400,0,10,0
2,136,4.9,1,30,3,6300,0,10,1
2,137,4.9,1,34,3,6400,1,11,0
2,138,4.9,1,31,3,5800,0,13,0
2,139,4.9,1,30,2,5800,0,9,0
2,140,4.9,1,31,3,6100,0,10,0
2,141,4.9,1,31,3,6400,1,13,0
2,142,4.9,1,31,2,6300,1,13,1
2,143,4.9,1,27,2,5900,0,12,0
2,144,4.9,1,32,3,6300,0,9,1
2,145,4.9,1,33,3,6500,1,15,1
2,146,4.9,1,30,3,6300,1,11,0
2,147,4.9,1,25,2,5900,1,14,0
2,148,4.9,1,30,3,6000,1,8,0
2,149,4.9,1,34,3,6300,0,10,0
2,150,4.9,1,30,2,5800,0,12,0
3,1,5.5,0,35,1,4200,1,7,1
3,2,5.5,0,30,1,4200,0,7,1
3,3,5.5,0,32,1,4200,0,7,1
3,4,5.5,0,31,1,4200,0,7,0
3,5,5.5,0,36,1,4200,0,8,1
3,6,5.5,0,39,2,4400,0,9,0
3,7,5.5,0,34,1,4300,1,5,0
3,8,5.5,0,34,1,4200,0,9,1
3,9,5.5,0,29,1,4200,1,11,1
3,10,5.5,0,31,1,4100,1,13,0
3,11,5.5,0,37,1,4200,0,11,0
3,12,5.5,0,34,2,4200,0,10,0
3,13,5.5,0,30,1,4100,1,5,1
3,14,5.5,0,30,1,4100,0,7,1
3,15,5.5,0,40,1,4200,0,8,1
3,16,5.5,0,44,1,4400,0,10,0
3,17,5.5,0,39,1,4400,1,9,0
3,18,5.5,0,35,1,4300,0,6,1
3,19,5.5,0,38,2,4300,1,12,0
3,20,5.5,0,38,1,4300,0,10,1
3,21,5.5,0,34,2,4200,1,9,0
3,22,5.5,0,37,1,4400,0,11,0
3,23,5.5,0,36,1,4200,0,6,0
3,24,5.5,0,33,2,4500,0,10,0
3,25,5.5,0,34,2,4200,1,8,0
3,26,5.5,0,30,2,4200,1,10,0
3,27,5.5,0,34,2,4400,1,9,1
3,28,5.5,0,35,1,4200,0,10,0
3,29,5.5,0,34,1,4200,1,11,0
3,30,5.5,0,32,2,4200,0,9,0
3,31,5.5,0,31,2,4200,0,11,0
3,32,5.5,0,34,1,4400,0,6,1
3,33,5.5,0,41,1,4100,1,7,1
3,34,5.5,0,42,1,4200,1,12,0
3,35,5.5,0,31,1,4200,1,9,0
3,36,5.5,0,32,1,4200,1,5,0
3,37,5.5,0,35,1,4200,0,6,0
3,38,5.5,0,36,1,4100,0,8,1
3,39,5.5,0,30,1,4200,0,10,0
3,40,5.5,0,34,1,4200,0,8,0
3,41,5.5,0,35,1,4300,0,10,1
3,42,5.5,0,23,1,4300,0,11,0
3,43,5.5,0,32,1,4200,1,12,1
3,44,5.5,0,35,2,4600,0,9,0
3,45,5.5,0,38,2,4400,1,9,1
3,46,5.5,0,30,1,4300,0,5,0
3,47,5.5,0,38,2,4200,1,9,0
3,48,5.5,0,32,1,4200,0,7,1
3,49,5.5,0,37,1,4200,0,7,0
3,50,5.5,0,33,1,4200,1,8,1
3,51,5.5,0,32,2,5400,1,11,0
3,52,5.5,0,32,2,5500,1,5,1
3,53,5.5,0,31,2,5500,0,8,1
3,54,5.5,0,23,2,5300,0,9,0
3,55,5.5,0,28,2,5500,1,7,1
3,56,5.5,0,28,2,5300,0,10,0
3,57,5.5,0,33,2,5600,1,10,1
3,58,5.5,0,24,2,5000,0,9,0
3,59,5.5,0,29,2,5300,0,4,0
3,60,5.5,0,27,2,5400,1,14,0
3,61,5.5,0,20,2,5000,1,8,0
3,62,5.5,0,30,2,5500,1,10,0
3,63,5.5,0,22,2,5000,1,9,1
3,64,5.5,0,29,2,5400,0,11,0
3,65,5.5,0,29,2,5300,0,10,0
3,66,5.5,0,31,2,5400,1,9,1
3,67,5.5,0,30,2,5500,0,10,0
3,68,5.5,0,27,2,5000,0,7,1
3,69,5.5,0,22,2,5500,1,11,0
3,70,5.5,0,25,2,5100,1,8,0
3,71,5.5,0,32,2,5800,0,14,0
3,72,5.5,0,28,2,5300,1,6,0
3,73,5.5,0,25,2,5500,1,8,1
3,74,5.5,0,28,2,5200,0,10,0
3,75,5.5,0,29,2,5300,1,10,0
3,76,5.5,0,30,2,5400,0,8,0
3,77,5.5,0,28,2,5400,1,7,0
3,78,5.5,0,30,2,5700,0,9,0
3,79,5.5,0,29,2,5500,0,9,0
3,80,5.5,0,26,2,5000,1,5,1
3,81,5.5,0,24,2,5100,0,9,0
3,82,5.5,0,24,2,5000,0,9,0
3,83,5.5,0,27,2,5200,1,9,1
3,84,5.5,0,27,2,5600,1,7,0
3,85,5.5,0,30,2,5500,0,10,0
3,86,5.5,0,34,2,5600,1,12,0
3,87,5.5,0,31,2,5500,0,10,0
3,88,5.5,0,23,2,5300,0,7,1
3,89,5.5,0,30,2,5300,0,8,0
3,90,5.5,0,25,2,5300,1,10,0
3,91,5.5,0,26,2,5200,1,8,0
3,92,5.5,0,30,2,5400,0,5,0
3,93,5.5,0,26,2,5200,1,11,0
3,94,5.5,0,23,2,5000,1,7,0
3,95,5.5,0,27,2,5300,1,8,0
3,96,5.5,0,30,2,5200,0,12,0
3,97,5.5,0,29,2,5300,1,7,0
3,98,5.5,0,29,2,5300,0,11,0
3,99,5.5,0,25,2,5100,1,6,0
3,100,5.5,0,28,2,5300,1,8,0
3,101,5.5,0,33,3,6500,1,9,0
3,102,5.5,0,27,2,5900,0,7,0
3,103,5.5,0,30,3,6100,1,8,0
3,104,5.5,0,29,3,5800,0,9,0
3,105,5.5,0,30,3,6200,1,10,0
3,106,5.5,0,30,3,6100,1,6,0
3,107,5.5,0,25,2,5700,1,8,0
3,108,5.5,0,29,3,5800,1,11,0
3,109,5.5,0,25,3,5800,0,8,0
3,110,5.5,0,36,3,6500,1,10,0
3,111,5.5,0,32,2,6000,0,10,1
3,112,5.5,0,27,3,5900,0,10,1
3,113,5.5,0,30,3,6100,1,10,0
3,114,5.5,0,25,2,6000,1,9,0
3,115,5.5,0,28,2,6400,1,8,0
3,116,5.5,0,32,3,6300,0,4,0
3,117,5.5,0,30,3,5800,0,9,0
3,118,5.5,0,38,3,6200,1,10,0
3,119,5.5,0,26,3,6300,1,10,0
3,120,5.5,0,22,2,5500,0,8,0
3,121,5.5,0,32,3,6300,1,13,0
3,122,5.5,0,28,2,6000,0,10,0
3,123,5.5,0,28,3,6000,1,9,0
3,124,5.5,0,27,2,5800,0,12,0
3,125,5.5,0,33,3,6100,1,8,0
3,126,5.5,0,32,3,5800,1,8,0
3,127,5.5,0,28,2,5800,1,14,1
3,128,5.5,0,30,2,5800,0,9,0
3,129,5.5,0,28,3,6100,1,12,0
3,130,5.5,0,30,3,5600,0,6,0
3,131,5.5,0,28,3,5900,1,9,0
3,132,5.5,0,38,3,6000,1,10,0
3,133,5.5,0,28,3,6200,0,10,0
3,134,5.5,0,28,2,5500,1,7,0
3,135,5.5,0,26,3,5400,0,9,0
3,136,5.5,0,30,3,6300,0,7,0
3,137,5.5,0,34,3,6400,1,11,0
3,138,5.5,0,31,3,5800,0,11,0
3,139,5.5,0,30,2,5800,0,5,0
3,140,5.5,0,31,3,6100,0,11,0
3,141,5.5,0,31,3,6400,1,7,1
3,142,5.5,0,31,2,6300,1,10,0
3,143,5.5,0,27,2,5900,0,10,0
3,144,5.5,0,32,3,6300,0,9,0
3,145,5.5,0,33,3,6500,1,8,0
3,146,5.5,0,30,3,6300,1,9,0
3,147,5.5,0,25,2,5900,1,10,0
3,148,5.5,0,30,3,6000,1,11,0
3,149,5.5,0,34,3,6300,0,5,0
3,150,5.5,0,30,2,5800,0,6,0
4,1,5,0,35,1,4200,1,12,1
4,2,5,0,30,1,4200,0,11,1
4,3,5,0,32,1,4200,0,10,1
4,4,5,0,31,1,4200,0,10,1
4,5,5,0,36,1,4200,0,11,1
4,6,5,0,39,2,4400,0,4,0
4,7,5,0,34,1,4300,1,11,0
4,8,5,0,34,1,4200,0,8,1
4,9,5,0,29,1,4200,1,9,1
4,10,5,0,31,1,4100,1,8,1
4,11,5,0,37,1,4200,0,11,0
4,12,5,0,34,2,4200,0,8,0
4,13,5,0,30,1,4100,1,10,0
4,14,5,0,30,1,4100,0,8,1
4,15,5,0,40,1,4200,0,7,1
4,16,5,0,44,1,4400,0,11,1
4,17,5,0,39,1,4400,1,10,0
4,18,5,0,35,1,4300,0,12,0
4,19,5,0,38,2,4300,1,9,0
4,20,5,0,38,1,4300,0,11,1
4,21,5,0,34,2,4200,1,13,0
4,22,5,0,37,1,4400,0,8,1
4,23,5,0,36,1,4200,0,6,1
4,24,5,0,33,2,4500,0,8,0
4,25,5,0,34,2,4200,1,9,1
4,26,5,0,30,2,4200,1,9,0
4,27,5,0,34,2,4400,1,12,0
4,28,5,0,35,1,4200,0,8,0
4,29,5,0,34,1,4200,1,10,1
4,30,5,0,32,2,4200,0,8,0
4,31,5,0,31,2,4200,0,9,0
4,32,5,0,34,1,4400,0,10,1
4,33,5,0,41,1,4100,1,12,0
4,34,5,0,42,1,4200,1,9,1
4,35,5,0,31,1,4200,1,10,0
4,36,5,0,32,1,4200,1,10,0
4,37,5,0,35,1,4200,0,11,0
4,38,5,0,36,1,4100,0,8,1
4,39,5,0,30,1,4200,0,12,0
4,40,5,0,34,1,4200,0,8,1
4,41,5,0,35,1,4300,0,9,0
4,42,5,0,23,1,4300,0,12,1
4,43,5,0,32,1,4200,1,12,1
4,44,5,0,35,2,4600,0,7,0
4,45,5,0,38,2,4400,1,7,0
4,46,5,0,30,1,4300,0,6,0
4,47,5,0,38,2,4200,1,9,0
4,48,5,0,32,1,4200,0,9,0
4,49,5,0,37,1,4200,0,10,1
4,50,5,0,33,1,4200,1,10,1
4,51,5,0,32,2,5400,1,8,0
4,52,5,0,32,2,5500,1,7,1
4,53,5,0,31,2,5500,0,11,0
4,54,5,0,23,2,5300,0,11,0
4,55,5,0,28,2,5500,1,6,0
4,56,5,0,28,2,5300,0,9,0
4,57,5,0,33,2,5600,1,7,0
4,58,5,0,24,2,5000,0,5,0
4,59,5,0,29,2,5300,0,9,1
4,60,5,0,27,2,5400,1,9,0
4,61,5,0,20,2,5000,1,9,0
4,62,5,0,30,2,5500,1,10,0
4,63,5,0,22,2,5000,1,11,0
4,64,5,0,29,2,5400,0,9,1
4,65,5,0,29,2,5300,0,8,0
4,66,5,0,31,2,5400,1,8,0
4,67,5,0,30,2,5500,0,9,0
4,68,5,0,27,2,5000,0,10,1
4,69,5,0,22,2,5500,1,7,0
4,70,5,0,25,2,5100,1,9,1
4,71,5,0,32,2,5800,0,11,0
4,72,5,0,28,2,5300,1,9,1
4,73,5,0,25,2,5500,1,8,0
4,74,5,0,28,2,5200,0,8,1
4,75,5,0,29,2,5300,1,11,0
4,76,5,0,30,2,5400,0,10,0
4,77,5,0,28,2,5400,1,12,0
4,78,5,0,30,2,5700,0,9,0
4,79,5,0,29,2,5500,0,10,0
4,80,5,0,26,2,5000,1,8,0
4,81,5,0,24,2,5100,0,10,0
4,82,5,0,24,2,5000,0,8,0
4,83,5,0,27,2,5200,1,6,0
4,84,5,0,27,2,5600,1,9,0
4,85,5,0,30,2,5500,0,13,0
4,86,5,0,34,2,5600,1,11,0
4,87,5,0,31,2,5500,0,11,0
4,88,5,0,23,2,5300,0,10,0
4,89,5,0,30,2,5300,0,8,0
4,90,5,0,25,2,5300,1,9,0
4,91,5,0,26,2,5200,1,9,1
4,92,5,0,30,2,5400,0,8,0
4,93,5,0,26,2,5200,1,11,0
4,94,5,0,23,2,5000,1,7,0
4,95,5,0,27,2,5300,1,11,0
4,96,5,0,30,2,5200,0,11,0
4,97,5,0,29,2,5300,1,7,1
4,98,5,0,29,2,5300,0,10,0
4,99,5,0,25,2,5100,1,14,0
4,100,5,0,28,2,5300,1,8,0
4,101,5,0,33,3,6500,1,11,0
4,102,5,0,27,2,5900,0,8,0
4,103,5,0,30,3,6100,1,12,0
4,104,5,0,29,3,5800,0,10,0
4,105,5,0,30,3,6200,1,13,0
4,106,5,0,30,3,6100,1,6,0
4,107,5,0,25,2,5700,1,9,1
4,108,5,0,29,3,5800,1,8,0
4,109,5,0,25,3,5800,0,9,1
4,110,5,0,36,3,6500,1,8,0
4,111,5,0,32,2,6000,0,8,0
4,112,5,0,27,3,5900,0,10,0
4,113,5,0,30,3,6100,1,7,0
4,114,5,0,25,2,6000,1,12,0
4,115,5,0,28,2,6400,1,7,0
4,116,5,0,32,3,6300,0,9,0
4,117,5,0,30,3,5800,0,10,0
4,118,5,0,38,3,6200,1,11,0
4,119,5,0,26,3,6300,1,9,0
4,120,5,0,22,2,5500,0,9,0
4,121,5,0,32,3,6300,1,11,0
4,122,5,0,28,2,6000,0,6,0
4,123,5,0,28,3,6000,1,8,0
4,124,5,0,27,2,5800,0,10,0
4,125,5,0,33,3,6100,1,8,0
4,126,5,0,32,3,5800,1,12,0
4,127,5,0,28,2,5800,1,11,0
4,128,5,0,30,2,5800,0,9,1
4,129,5,0,28,3,6100,1,6,0
4,130,5,0,30,3,5600,0,9,0
4,131,5,0,28,3,5900,1,9,0
4,132,5,0,38,3,6000,1,9,1
4,133,5,0,28,3,6200,0,7,0
4,134,5,0,28,2,5500,1,10,0
4,135,5,0,26,3,5400,0,7,0
4,136,5,0,30,3,6300,0,9,0
4,137,5,0,34,3,6400,1,10,0
4,138,5,0,31,3,5800,0,8,0
4,139,5,0,30,2,5800,0,10,0
4,140,5,0,31,3,6100,0,7,0
4,141,5,0,31,3,6400,1,4,0
4,142,5,0,31,2,6300,1,10,0
4,143,5,0,27,2,5900,0,11,0
4,144,5,0,32,3,6300,0,9,0
4,145,5,0,33,3,6500,1,10,1
4,146,5,0,30,3,6300,1,7,0
4,147,5,0,25,2,5900,1,9,0
4,148,5,0,30,3,6000,1,5,0
4,149,5,0,34,3,6300,0,12,0
4,150,5,0,30,2,5800,0,13,0
5,1,5.2,1,35,1,4200,1,12,0
5,2,5.2,1,30,1,4200,0,9,0
5,3,5.2,1,32,1,4200,0,9,1
5,4,5.2,1,31,1,4200,0,6,1
5,5,5.2,1,36,1,4200,0,11,0
5,6,5.2,1,39,2,4400,0,9,0
5,7,5.2,1,34,1,4300,1,9,0
5,8,5.2,1,34,1,4200,0,6,1
5,9,5.2,1,29,1,4200,1,10,0
5,10,5.2,1,31,1,4100,1,9,1
5,11,5.2,1,37,1,4200,0,8,1
5,12,5.2,1,34,2,4200,0,7,0
5,13,5.2,1,30,1,4100,1,14,1
5,14,5.2,1,30,1,4100,0,9,1
5,15,5.2,1,40,1,4200,0,11,1
5,16,5.2,1,44,1,4400,0,4,0
5,17,5.2,1,39,1,4400,1,9,0
5,18,5.2,1,35,1,4300,0,8,1
